Gene.symbol,ID,adj.P.Val,P.Value,t,B,logFC,Gene.title
CDR2L,A_23_P3963,1.35E-02,2.44E-03,3.125274,-1.837887,1.3665664,cerebellar degeneration related protein 2 like
SLMAP,A_24_P942773,1.35E-02,2.44E-03,3.124822,-1.839127,1.0856172,sarcolemma associated protein
SDCCAG3,A_23_P258272,1.36E-02,2.44E-03,3.124438,-1.840181,1.0238358,serologically defined colon cancer antigen 3
,A_32_P136427,1.36E-02,2.44E-03,3.124182,-1.840883,1.2542829,
BRWD1,A_24_P861009,1.36E-02,2.45E-03,3.123389,-1.843058,1.1854946,bromodomain and WD repeat domain containing 1
,A_32_P112078,1.36E-02,2.45E-03,3.123371,-1.843109,1.2440831,
MFSD13A,A_23_P337729,1.36E-02,2.45E-03,3.123218,-1.843528,1.235622,major facilitator superfamily domain containing 13A
FANCI,A_32_P95729,1.36E-02,2.45E-03,3.122912,-1.844368,1.2288767,Fanconi anemia complementation group I
ANO5,A_24_P100996,1.36E-02,2.46E-03,-3.122778,-1.844733,-3.2565884,anoctamin 5
DHFR,A_24_P320284,1.36E-02,2.46E-03,3.122712,-1.844916,1.8059568,dihydrofolate reductase
LRRC38,A_23_P103877,1.36E-02,2.46E-03,3.122669,-1.845032,1.0749759,leucine rich repeat containing 38
TERF1,A_24_P50458,1.36E-02,2.46E-03,3.122669,-1.845033,1.0766412,telomeric repeat binding factor 1
,A_24_P477353,1.36E-02,2.46E-03,3.122452,-1.845627,1.2730416,
ICE2,A_23_P54389,1.36E-02,2.46E-03,3.122237,-1.846218,0.9958605,interactor of little elongation complex ELL subunit 2
DUSP10,A_24_P182494,1.36E-02,2.46E-03,3.121794,-1.847433,1.5396342,dual specificity phosphatase 10
ISL1,A_23_P81529,1.36E-02,2.46E-03,-3.121773,-1.847491,-1.8012261,ISL LIM homeobox 1
CRY1,A_23_P36665,1.36E-02,2.46E-03,3.121649,-1.847829,1.4037278,cryptochrome circadian clock 1
PDCD6,A_23_P218997,1.36E-02,2.46E-03,3.121621,-1.847907,1.2499478,programmed cell death 6
PPP2R2A,A_24_P346644,1.36E-02,2.46E-03,3.121575,-1.848033,1.6624442,protein phosphatase 2 regulatory subunit Balpha
ST6GAL2,A_23_P429425,1.36E-02,2.46E-03,-3.121565,-1.84806,-1.7516906,"ST6 beta-galactoside alpha-2,6-sialyltransferase 2"
,A_23_P130764,1.36E-02,2.46E-03,3.121512,-1.848205,0.9656527,
PVT1,A_23_P352022,1.37E-02,2.47E-03,3.121376,-1.848579,0.7529392,Pvt1 oncogene (non-protein coding)
LOC645166,A_32_P217655,1.37E-02,2.47E-03,3.121038,-1.849504,1.5625824,lymphocyte-specific protein 1 pseudogene
SOX14,A_32_P183652,1.37E-02,2.47E-03,3.120446,-1.851126,3.8982899,SRY-box 14
ABHD16A,A_23_P156697,1.37E-02,2.47E-03,3.120187,-1.851836,1.0983858,abhydrolase domain containing 16A
ST6GALNAC1,A_23_P54968,1.37E-02,2.47E-03,-3.120187,-1.851838,-2.7749141,"ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 1"
RACGAP1,A_23_P65110,1.37E-02,2.48E-03,3.120098,-1.85208,1.7404673,Rac GTPase activating protein 1
CHCHD4,A_23_P428849,1.37E-02,2.48E-03,3.119876,-1.852688,1.211735,coiled-coil-helix-coiled-coil-helix domain containing 4
MED18,A_23_P138105,1.37E-02,2.48E-03,3.119872,-1.8527,1.3280562,mediator complex subunit 18
,A_24_P672143,1.37E-02,2.48E-03,3.119848,-1.852765,1.4525412,
ADAMTSL1,A_23_P342138,1.37E-02,2.48E-03,-3.119793,-1.852918,-1.6519065,ADAMTS like 1
NCBP2-AS2,A_24_P80406,1.37E-02,2.48E-03,3.119745,-1.853048,1.141717,NCBP2 antisense RNA 2 (head to head)
HSP90B1,A_24_P150361,1.37E-02,2.48E-03,3.119555,-1.853568,1.371444,heat shock protein 90 beta family member 1
PIGA,A_24_P288754,1.37E-02,2.48E-03,3.11944,-1.853883,1.1163332,phosphatidylinositol glycan anchor biosynthesis class A
,A_32_P16258,1.37E-02,2.48E-03,3.119395,-1.854007,1.2652897,
RTKN2,A_23_P52410,1.37E-02,2.48E-03,3.119355,-1.854116,1.6396693,rhotekin 2
ZNF197,A_23_P69055,1.37E-02,2.48E-03,3.119339,-1.85416,1.1921767,zinc finger protein 197
,A_32_P38003,1.37E-02,2.48E-03,3.118901,-1.855361,1.4446397,
RPUSD1,A_23_P49269,1.37E-02,2.48E-03,3.118841,-1.855523,0.9396185,RNA pseudouridylate synthase domain containing 1
PKMYT1,A_23_P398515,1.37E-02,2.49E-03,3.118647,-1.856055,1.4937013,"protein kinase, membrane associated tyrosine/threonine 1"
XRCC2,A_32_P77343,1.37E-02,2.49E-03,3.118435,-1.856638,1.3820348,X-ray repair cross complementing 2
RRP12,A_23_P24192,1.37E-02,2.49E-03,3.118184,-1.857326,1.2948123,ribosomal RNA processing 12 homolog
DNAJC8,A_23_P37137,1.38E-02,2.49E-03,3.118023,-1.857766,1.1922001,DnaJ heat shock protein family (Hsp40) member C8
,A_24_P925882,1.38E-02,2.49E-03,3.117973,-1.857902,1.34147,
PCGF1,A_23_P68059,1.38E-02,2.49E-03,3.117894,-1.858118,1.0957273,polycomb group ring finger 1
CBS,A_24_P48856,1.38E-02,2.49E-03,3.117613,-1.858888,2.7799293,cystathionine-beta-synthase
,A_24_P928604,1.38E-02,2.50E-03,3.117375,-1.859541,1.2768468,
MDFI,A_23_P42168,1.38E-02,2.50E-03,3.117317,-1.859698,1.4257022,MyoD family inhibitor
TRIP12,A_23_P147984,1.38E-02,2.50E-03,3.116973,-1.860641,1.1520125,thyroid hormone receptor interactor 12
EIF5,A_24_P415959,1.38E-02,2.50E-03,3.116924,-1.860775,0.9994407,eukaryotic translation initiation factor 5
TRIP12,A_32_P188178,1.38E-02,2.50E-03,3.116686,-1.861425,1.3742933,thyroid hormone receptor interactor 12
KLHDC8B,A_24_P148836,1.38E-02,2.50E-03,3.116626,-1.861591,1.5278321,kelch domain containing 8B
LOC105371763,A_32_P194164,1.38E-02,2.50E-03,3.116571,-1.861741,1.039546,uncharacterized LOC105371763
,A_23_P25534,1.38E-02,2.50E-03,3.1162,-1.862756,1.2254135,
ZNF512B,A_23_P28730,1.38E-02,2.51E-03,3.116107,-1.863013,1.4140442,zinc finger protein 512B
RNF103,A_23_P56709,1.38E-02,2.51E-03,3.11605,-1.863169,1.1059774,ring finger protein 103
TBC1D23,A_23_P212728,1.38E-02,2.51E-03,3.115984,-1.863349,1.0746448,TBC1 domain family member 23
ZNF765,A_32_P84772,1.38E-02,2.51E-03,3.115672,-1.864202,0.9797895,zinc finger protein 765
CYFIP1,A_23_P140648,1.38E-02,2.51E-03,3.11562,-1.864345,1.0071573,cytoplasmic FMR1 interacting protein 1
AK3,A_24_P247106,1.38E-02,2.51E-03,3.11547,-1.864755,1.3041593,adenylate kinase 3
,A_24_P203814,1.38E-02,2.51E-03,3.115183,-1.86554,1.419986,
PUS1,A_24_P335358,1.38E-02,2.51E-03,3.115159,-1.865606,1.0690163,pseudouridylate synthase 1
CASC15,A_24_P861099,1.38E-02,2.51E-03,3.115016,-1.865997,2.2776623,cancer susceptibility candidate 15 (non-protein coding)
LNPK,A_32_P31771,1.38E-02,2.51E-03,3.114913,-1.86628,1.3714875,"lunapark, ER junction formation factor"
CSGALNACT1,A_24_P406525,1.38E-02,2.52E-03,3.114785,-1.866629,1.8278035,chondroitin sulfate N-acetylgalactosaminyltransferase 1
,A_32_P234849,1.38E-02,2.52E-03,3.114782,-1.866639,1.0959353,
ST7-AS1,A_32_P181297,1.38E-02,2.52E-03,3.114767,-1.86668,1.2355757,ST7 antisense RNA 1
OARD1,A_23_P342091,1.38E-02,2.52E-03,3.114641,-1.867025,1.1686801,O-acyl-ADP-ribose deacylase 1
POLK,A_24_P303160,1.39E-02,2.52E-03,3.114355,-1.867807,1.1157235,DNA polymerase kappa
SLC30A1,A_23_P23815,1.39E-02,2.52E-03,3.114312,-1.867925,1.2140575,solute carrier family 30 member 1
,A_32_P214011,1.39E-02,2.52E-03,3.114286,-1.867997,1.5756068,
,A_32_P34970,1.39E-02,2.52E-03,3.113993,-1.868797,1.3656837,
TIMM50,A_23_P415882,1.39E-02,2.52E-03,3.11363,-1.869789,1.0619835,translocase of inner mitochondrial membrane 50
PRKRIP1,A_24_P320759,1.39E-02,2.52E-03,3.113574,-1.869943,0.9742887,PRKR interacting protein 1 (IL11 inducible)
PYCRL,A_24_P4212,1.39E-02,2.53E-03,3.113472,-1.870222,1.4523405,pyrroline-5-carboxylate reductase-like
CCDC43,A_23_P4124,1.39E-02,2.53E-03,3.113065,-1.871336,1.1751307,coiled-coil domain containing 43
WWOX,A_23_P71972,1.39E-02,2.53E-03,3.113034,-1.871421,1.4010578,WW domain containing oxidoreductase
PRMT2,A_23_P211244,1.39E-02,2.53E-03,3.112966,-1.871606,1.1123199,protein arginine methyltransferase 2
NF1,A_24_P917026,1.39E-02,2.53E-03,3.112918,-1.871737,1.3409516,neurofibromin 1
,A_24_P753638,1.39E-02,2.53E-03,-3.112891,-1.871812,-1.0921813,
CRTAP,A_24_P140171,1.39E-02,2.53E-03,3.112547,-1.872754,2.0909616,cartilage associated protein
LY75,A_23_P334173,1.39E-02,2.53E-03,3.112457,-1.872998,1.5915697,lymphocyte antigen 75
,A_24_P933548,1.39E-02,2.53E-03,-3.11238,-1.873209,-1.1484537,
FAM208A,A_23_P6651,1.39E-02,2.54E-03,3.11221,-1.873676,1.0396002,family with sequence similarity 208 member A
MOSPD3,A_23_P111492,1.39E-02,2.54E-03,3.111912,-1.87449,1.1107014,motile sperm domain containing 3
,A_32_P193771,1.39E-02,2.54E-03,3.111833,-1.874705,0.6889119,
ZNF629,A_23_P163816,1.39E-02,2.54E-03,3.111811,-1.874765,0.9186448,zinc finger protein 629
,A_24_P118411,1.39E-02,2.54E-03,3.111768,-1.874883,1.8594209,
,A_24_P169645,1.39E-02,2.54E-03,3.11159,-1.875371,1.1097644,
TTC5,A_23_P88280,1.39E-02,2.54E-03,3.111505,-1.875602,1.4311681,tetratricopeptide repeat domain 5
,A_24_P247093,1.40E-02,2.55E-03,3.110855,-1.877379,2.2495016,
ZSWIM3,A_23_P165984,1.40E-02,2.55E-03,3.110823,-1.877467,1.7891695,zinc finger SWIM-type containing 3
JADE3,A_23_P11362,1.40E-02,2.55E-03,3.110769,-1.877615,1.5448428,jade family PHD finger 3
RPL23AP82,A_24_P212990,1.40E-02,2.55E-03,3.110677,-1.877866,1.299075,ribosomal protein L23a pseudogene 82
APOM,A_24_P89426,1.40E-02,2.55E-03,3.11051,-1.878321,1.8168571,apolipoprotein M
PTOV1,A_24_P219808,1.40E-02,2.55E-03,3.110259,-1.879009,0.9095706,prostate tumor overexpressed 1
SLC9A7,A_23_P11032,1.40E-02,2.55E-03,3.110174,-1.879242,1.7123336,solute carrier family 9 member A7
TRAPPC2L,A_24_P327050,1.40E-02,2.55E-03,3.109833,-1.880173,1.2088796,trafficking protein particle complex 2 like
C5orf46,A_23_P19176,1.40E-02,2.55E-03,3.109803,-1.880255,1.3327698,chromosome 5 open reading frame 46
SEMA4F,A_32_P195065,1.40E-02,2.55E-03,3.109786,-1.880301,1.4966966,ssemaphorin 4F
BBX,A_23_P121356,1.40E-02,2.56E-03,3.109457,-1.881202,1.0256454,"BBX, HMG-box containing"
WDR4,A_23_P143535,1.40E-02,2.56E-03,3.109455,-1.881205,1.6833756,WD repeat domain 4
ABLIM2,A_23_P255672,1.40E-02,2.56E-03,3.10929,-1.881656,1.7502727,actin binding LIM protein family member 2
WNK1,A_23_P250701,1.40E-02,2.56E-03,3.109214,-1.881865,1.1395516,WNK lysine deficient protein kinase 1
NGDN,A_23_P76841,1.40E-02,2.56E-03,3.109195,-1.881916,1.1663695,neuroguidin
TIPRL,A_32_P229065,1.40E-02,2.56E-03,3.108825,-1.882929,1.1885492,TOR signaling pathway regulator
NUCKS1,A_24_P374652,1.40E-02,2.56E-03,3.108815,-1.882954,0.9305568,nuclear casein kinase and cyclin dependent kinase substrate 1
FAM213A,A_23_P63660,1.41E-02,2.57E-03,3.108083,-1.884955,1.3251182,family with sequence similarity 213 member A
LOX,A_24_P37903,1.41E-02,2.57E-03,3.107967,-1.885271,2.2352665,lysyl oxidase
,A_23_P399579,1.41E-02,2.57E-03,3.107937,-1.885353,1.2069879,
PNMA6A,A_23_P84892,1.41E-02,2.57E-03,3.10775,-1.885864,1.3354104,paraneoplastic Ma antigen family member 6A
,A_23_P30150,1.41E-02,2.57E-03,3.107553,-1.886403,1.0227994,
NXPE4,A_23_P320216,1.41E-02,2.57E-03,-3.107302,-1.88709,-4.118484,neurexophilin and PC-esterase domain family member 4
,A_32_P71744,1.41E-02,2.58E-03,3.107091,-1.887666,1.3902273,
PPP1R1C,A_23_P390445,1.41E-02,2.58E-03,3.106961,-1.888021,2.2240845,protein phosphatase 1 regulatory inhibitor subunit 1C
,A_24_P392731,1.41E-02,2.58E-03,3.106904,-1.888176,1.6318006,
ACBD4,A_24_P366122,1.41E-02,2.58E-03,-3.106828,-1.888382,-1.9885248,acyl-CoA binding domain containing 4
MAGOH,A_23_P200216,1.41E-02,2.58E-03,3.106725,-1.888664,1.16113,"mago homolog, exon junction complex core component"
ART5,A_23_P427122,1.41E-02,2.58E-03,3.106719,-1.88868,1.688479,ADP-ribosyltransferase 5
SMC4,A_23_P91900,1.41E-02,2.58E-03,3.106643,-1.888889,1.4037375,structural maintenance of chromosomes 4
,A_32_P158536,1.41E-02,2.58E-03,-3.106537,-1.889178,-1.1857323,
NELFE,A_23_P122545,1.41E-02,2.58E-03,3.106391,-1.889576,1.0994215,negative elongation factor complex member E
KDR,A_23_P58419,1.41E-02,2.58E-03,3.10636,-1.889661,1.3485867,kinase insert domain receptor
DLD,A_23_P111835,1.41E-02,2.58E-03,3.106345,-1.889702,1.1730383,dihydrolipoamide dehydrogenase
,A_24_P918762,1.41E-02,2.58E-03,3.106265,-1.88992,2.3336975,
SLC41A1,A_24_P122732,1.41E-02,2.58E-03,3.106053,-1.890499,1.6114447,solute carrier family 41 member 1
HIST1H4E,A_23_P415411,1.41E-02,2.58E-03,3.105896,-1.890927,1.1533029,"histone cluster 1, H4e"
,A_23_P50517,1.41E-02,2.59E-03,3.105749,-1.89133,3.30857,
MRPL24,A_23_P137848,1.41E-02,2.59E-03,3.105605,-1.891722,0.9701108,mitochondrial ribosomal protein L24
,A_24_P136211,1.41E-02,2.59E-03,3.105562,-1.89184,1.0066156,
FAM162B,A_23_P145054,1.41E-02,2.59E-03,3.10556,-1.891844,1.9910296,family with sequence similarity 162 member B
TBXAS1,A_32_P212886,1.41E-02,2.59E-03,3.10554,-1.891899,1.0899077,thromboxane A synthase 1
SNHG8,A_32_P38467,1.41E-02,2.59E-03,3.105108,-1.893079,1.1713447,small nucleolar RNA host gene 8
BAG4,A_24_P930926,1.41E-02,2.59E-03,3.104966,-1.893467,1.6121722,BCL2 associated athanogene 4
ADH5,A_24_P260346,1.41E-02,2.59E-03,3.104957,-1.893491,1.3433406,"alcohol dehydrogenase 5 (class III), chi polypeptide"
,A_24_P75948,1.41E-02,2.59E-03,3.104935,-1.893552,1.4547856,
TARBP1,A_23_P52058,1.41E-02,2.59E-03,3.104604,-1.894454,0.995527,TAR (HIV-1) RNA binding protein 1
AGPAT1,A_23_P258093,1.41E-02,2.59E-03,3.104576,-1.894533,0.8657428,1-acylglycerol-3-phosphate O-acyltransferase 1
,A_24_P247454,1.42E-02,2.60E-03,3.104337,-1.895183,1.2355744,
SYNCRIP,A_32_P8402,1.42E-02,2.60E-03,3.104261,-1.895392,1.1399977,synaptotagmin binding cytoplasmic RNA interacting protein
ADAMTS8,A_23_P86956,1.42E-02,2.60E-03,3.104214,-1.895519,1.3012141,ADAM metallopeptidase with thrombospondin type 1 motif 8
RNASEH2C,A_24_P52714,1.42E-02,2.60E-03,3.10405,-1.895967,1.3760674,ribonuclease H2 subunit C
EFCAB2,A_23_P149476,1.42E-02,2.60E-03,3.104023,-1.89604,1.7838651,EF-hand calcium binding domain 2
TNFAIP1,A_23_P38446,1.42E-02,2.60E-03,3.103628,-1.897118,0.9659371,TNF alpha induced protein 1
ZMYM1,A_24_P53985,1.42E-02,2.60E-03,3.103413,-1.897706,1.2132191,zinc finger MYM-type containing 1
,A_24_P942703,1.42E-02,2.60E-03,-3.103389,-1.897771,-1.5296415,
DEGS1,A_23_P126186,1.42E-02,2.61E-03,3.103225,-1.898217,1.5780853,"delta 4-desaturase, sphingolipid 1"
LOC101928068,A_32_P107463,1.42E-02,2.61E-03,3.103125,-1.898491,1.5028913,uncharacterized LOC101928068
PPL,A_23_P106906,1.42E-02,2.61E-03,3.103033,-1.898742,1.331694,periplakin
SPTAN1,A_23_P20832,1.42E-02,2.61E-03,3.102954,-1.898958,1.0622052,"spectrin alpha, non-erythrocytic 1"
,A_23_P364504,1.42E-02,2.61E-03,3.102939,-1.898998,2.7124281,
SPSB2,A_23_P151098,1.42E-02,2.61E-03,3.102616,-1.899881,1.138325,splA/ryanodine receptor domain and SOCS box containing 2
ISG15,A_23_P819,1.42E-02,2.61E-03,3.102318,-1.900694,1.9257704,ISG15 ubiquitin-like modifier
KIAA0930,A_24_P32252,1.42E-02,2.61E-03,3.102223,-1.900952,1.2187873,KIAA0930
RPL10A,A_23_P251593,1.42E-02,2.61E-03,3.10217,-1.901098,0.8729754,ribosomal protein L10a
MAP1S,A_23_P67583,1.42E-02,2.62E-03,3.101987,-1.901595,0.9638859,microtubule associated protein 1S
SC5D,A_23_P98446,1.42E-02,2.62E-03,3.101933,-1.901744,1.6162581,sterol-C5-desaturase
,A_32_P109901,1.42E-02,2.62E-03,3.10193,-1.901751,1.241979,
,A_32_P163386,1.42E-02,2.62E-03,3.1013,-1.903469,1.214503,
PGS1,A_23_P77833,1.43E-02,2.62E-03,3.100974,-1.90436,1.2341348,phosphatidylglycerophosphate synthase 1
,A_24_P32920,1.43E-02,2.63E-03,3.10054,-1.905543,1.0631144,
UBQLN1,A_23_P250904,1.43E-02,2.63E-03,3.100514,-1.905613,1.0481891,ubiquilin 1
HAUS3,A_32_P221121,1.43E-02,2.63E-03,3.100447,-1.905795,1.0964833,HAUS augmin like complex subunit 3
MKRN1,A_23_P59798,1.43E-02,2.63E-03,3.10041,-1.905897,0.9281465,makorin ring finger protein 1
ARFIP1,A_24_P166094,1.43E-02,2.63E-03,3.100193,-1.906488,0.9641858,ADP ribosylation factor interacting protein 1
,A_24_P647965,1.43E-02,2.63E-03,3.100156,-1.906589,2.1255978,
LOC102724760///IGHV1OR15-1,A_24_P177844,1.43E-02,2.63E-03,-3.099922,-1.907229,-1.4716596,immunoglobulin heavy variable 1/OR15-1 pseudogene///immunoglobulin heavy variable 1/OR15-1 (non-functional)
PSRC1,A_23_P46539,1.43E-02,2.63E-03,3.099807,-1.907542,1.3987691,proline and serine rich coiled-coil 1
FARSB,A_23_P165355,1.43E-02,2.63E-03,3.099671,-1.907911,1.2546315,phenylalanyl-tRNA synthetase beta subunit
RAB11FIP5,A_23_P415006,1.43E-02,2.63E-03,3.099522,-1.908319,1.2075471,RAB11 family interacting protein 5
HIP1,A_24_P363548,1.43E-02,2.64E-03,3.099474,-1.908449,1.6866527,huntingtin interacting protein 1
ATG12,A_23_P18901,1.43E-02,2.64E-03,3.099435,-1.908556,1.1234756,autophagy related 12
DNAJC18,A_23_P123987,1.43E-02,2.64E-03,3.099412,-1.908619,1.9399885,DnaJ heat shock protein family (Hsp40) member C18
,A_24_P213034,1.43E-02,2.64E-03,3.099391,-1.908675,1.2517141,
ABHD10,A_24_P308590,1.43E-02,2.64E-03,3.09889,-1.910041,1.424726,abhydrolase domain containing 10
EFEMP2,A_23_P24414,1.43E-02,2.64E-03,3.098808,-1.910263,1.4971037,EGF containing fibulin like extracellular matrix protein 2
,A_32_P180538,1.43E-02,2.64E-03,3.098797,-1.910293,0.8665291,
,A_32_P158376,1.43E-02,2.64E-03,3.098739,-1.910453,1.8490611,
NDST2,A_24_P85365,1.43E-02,2.64E-03,3.098705,-1.910545,0.9393972,N-deacetylase and N-sulfotransferase 2
SETDB2,A_32_P154121,1.43E-02,2.64E-03,3.098636,-1.910733,1.1635699,SET domain bifurcated 2
ARMC1,A_32_P234827,1.43E-02,2.64E-03,3.098521,-1.911045,1.3807801,armadillo repeat containing 1
S100Z,A_24_P12136,1.43E-02,2.64E-03,3.098316,-1.911606,1.0602052,S100 calcium binding protein Z
RPL41,A_23_P128067,1.43E-02,2.64E-03,3.098311,-1.911618,0.9943591,ribosomal protein L41
SLC38A1,A_24_P261734,1.43E-02,2.64E-03,3.098264,-1.911747,0.9065318,solute carrier family 38 member 1
ZNF853,A_23_P302207,1.43E-02,2.65E-03,3.097806,-1.912995,2.2653786,zinc finger protein 853
RPS14,A_23_P81492,1.43E-02,2.65E-03,3.097711,-1.913253,1.0313484,ribosomal protein S14
RNF130,A_23_P41734,1.43E-02,2.65E-03,3.097672,-1.913359,1.1070871,ring finger protein 130
,A_32_P188921,1.43E-02,2.65E-03,3.097655,-1.913405,1.3611889,
ZNF783,A_23_P365418,1.44E-02,2.65E-03,3.097551,-1.91369,1.0315601,zinc finger family member 783
HIST1H2AJ,A_23_P168014,1.44E-02,2.65E-03,3.097548,-1.913699,1.0305191,"histone cluster 1, H2aj"
CELF6,A_23_P140490,1.44E-02,2.65E-03,-3.097259,-1.914486,-1.9256251,"CUGBP, Elav-like family member 6"
TNRC6C,A_23_P15765,1.44E-02,2.65E-03,3.097202,-1.914641,1.4388913,trinucleotide repeat containing 6C
,A_32_P105273,1.44E-02,2.65E-03,3.097152,-1.914776,1.3763942,
,A_24_P264293,1.44E-02,2.66E-03,3.09672,-1.915953,1.2556026,
RIN2,A_24_P305570,1.44E-02,2.66E-03,3.096581,-1.916333,1.5460589,Ras and Rab interactor 2
,A_24_P932385,1.44E-02,2.66E-03,3.096271,-1.917176,1.1081569,
,A_24_P460763,1.44E-02,2.67E-03,-3.095717,-1.918686,-1.2961261,
,A_32_P35855,1.44E-02,2.67E-03,3.095635,-1.91891,0.8550583,
RBBP9,A_23_P257538,1.44E-02,2.67E-03,3.095367,-1.919638,1.519857,"RB binding protein 9, serine hydrolase"
SSH2,A_23_P118712,1.44E-02,2.67E-03,3.09523,-1.920012,1.6744005,slingshot protein phosphatase 2
GIMAP2,A_23_P368681,1.44E-02,2.67E-03,3.095034,-1.920546,1.8217919,"GTPase, IMAP family member 2"
UHRF1,A_32_P101235,1.44E-02,2.67E-03,3.09498,-1.920692,1.2630983,ubiquitin like with PHD and ring finger domains 1
AP4M1,A_23_P157051,1.44E-02,2.67E-03,3.094954,-1.920764,1.0480585,adaptor related protein complex 4 mu 1 subunit
CCT6B,A_23_P4082,1.45E-02,2.67E-03,3.094566,-1.921819,1.4841898,chaperonin containing TCP1 subunit 6B
EAF1,A_23_P166742,1.45E-02,2.67E-03,3.094549,-1.921864,0.9754645,ELL associated factor 1
ST13,A_24_P127021,1.45E-02,2.68E-03,3.094389,-1.922301,1.3625877,suppression of tumorigenicity 13 (colon carcinoma) (Hsp70 interacting protein)
CAPN10,A_23_P341349,1.45E-02,2.68E-03,3.094196,-1.922827,0.9670114,calpain 10
CDK5RAP2,A_23_P83110,1.45E-02,2.68E-03,3.094122,-1.923029,1.0894534,CDK5 regulatory subunit associated protein 2
AP3M2,A_24_P64039,1.45E-02,2.68E-03,3.094105,-1.923075,1.1703596,adaptor related protein complex 3 mu 2 subunit
CNIH1,A_23_P14473,1.45E-02,2.68E-03,3.093807,-1.923885,1.4175371,cornichon family AMPA receptor auxiliary protein 1
,A_23_P21393,1.45E-02,2.68E-03,-3.093734,-1.924084,-1.6430894,
PAK1IP1,A_23_P122674,1.45E-02,2.68E-03,3.093618,-1.924401,1.0515323,PAK1 interacting protein 1
,A_32_P111507,1.45E-02,2.68E-03,3.093414,-1.924956,0.8277617,
KIAA1191,A_32_P51905,1.45E-02,2.69E-03,3.093281,-1.925318,0.8592676,KIAA1191
LRRC8A,A_23_P250274,1.45E-02,2.69E-03,3.093157,-1.925654,0.9694321,leucine rich repeat containing 8 family member A
RND2,A_23_P434807,1.45E-02,2.69E-03,3.093053,-1.925939,1.1906024,Rho family GTPase 2
,A_24_P366535,1.45E-02,2.69E-03,3.092953,-1.926211,1.1884579,
TNMD,A_23_P125588,1.45E-02,2.69E-03,3.092703,-1.926892,2.5965691,tenomodulin
USP5,A_23_P64954,1.45E-02,2.69E-03,3.092502,-1.927437,1.6302785,ubiquitin specific peptidase 5
PYCRL,A_23_P383278,1.45E-02,2.69E-03,3.09215,-1.928394,1.302777,pyrroline-5-carboxylate reductase-like
TWF1,A_24_P178273,1.45E-02,2.69E-03,3.092106,-1.928516,1.1483206,twinfilin actin binding protein 1
TMEM115,A_23_P6869,1.45E-02,2.70E-03,3.091888,-1.929107,1.2329141,transmembrane protein 115
TUBGCP3,A_23_P76705,1.45E-02,2.70E-03,3.091821,-1.92929,1.4952022,tubulin gamma complex associated protein 3
KHK,A_23_P5845,1.46E-02,2.70E-03,3.091185,-1.93102,1.7346955,ketohexokinase
ARHGAP11A,A_23_P136805,1.46E-02,2.70E-03,3.090855,-1.931918,1.6319892,Rho GTPase activating protein 11A
MAPKAPK5,A_24_P124662,1.46E-02,2.71E-03,3.090814,-1.932031,1.2151847,mitogen-activated protein kinase-activated protein kinase 5
DCAF12,A_23_P255257,1.46E-02,2.71E-03,3.090796,-1.93208,1.1299837,DDB1 and CUL4 associated factor 12
,A_32_P81092,1.46E-02,2.71E-03,3.090627,-1.932539,1.1532374,
,A_24_P357869,1.46E-02,2.71E-03,3.090581,-1.932663,1.552323,
,A_24_P919683,1.46E-02,2.71E-03,3.090568,-1.932699,2.2535387,
RHOA,A_24_P174550,1.46E-02,2.71E-03,3.090192,-1.933721,1.4651908,ras homolog family member A
MKX,A_24_P326491,1.46E-02,2.71E-03,3.090015,-1.934202,1.7149176,mohawk homeobox
NUDC,A_23_P74653,1.46E-02,2.71E-03,3.089976,-1.934307,1.2775276,"nuclear distribution C, dynein complex regulator"
HAGLR,A_23_P344673,1.46E-02,2.71E-03,-3.089761,-1.934892,-3.0550052,HOXD antisense growth-associated long non-coding RNA
FAM160B1,A_32_P26895,1.46E-02,2.71E-03,3.089708,-1.935039,0.975556,family with sequence similarity 160 member B1
,A_32_P34201,1.46E-02,2.71E-03,3.08966,-1.935167,1.112068,
,A_24_P136011,1.46E-02,2.72E-03,3.089537,-1.935502,1.6004088,
H3F3A,A_24_P323835,1.46E-02,2.72E-03,3.08929,-1.936175,0.918312,"H3 histone, family 3A"
SH3BP4,A_23_P79259,1.46E-02,2.72E-03,3.089269,-1.93623,1.4207787,SH3 domain binding protein 4
,A_32_P86616,1.46E-02,2.72E-03,3.089177,-1.936482,0.9184291,
ZFAND5,A_32_P109817,1.46E-02,2.72E-03,3.089156,-1.936539,0.9383984,zinc finger AN1-type containing 5
